Horario,Umidade,Pressao,Temperatura
19/09/1962-1800,15,885.4,29.2
20/09/1962-0000,35,886.3,21.8
20/09/1962-1200,29,888,22.3
20/09/1962-1800,13,885.8,31.1
21/09/1962-0000,36,887.1,22.4
21/09/1962-1200,21,888.3,26.4
21/09/1962-1800,19,885.6,31.7
22/09/1962-0000,26,888.4,24.7
22/09/1962-1200,33,888.6,24.8
22/09/1962-1800,17,883.6,32.8
23/09/1962-0000,38,886.2,25.2
23/09/1962-1200,64,887,22.2
23/09/1962-1800,40,883,28.4
24/09/1962-0000,76,885.6,20
24/09/1962-1200,76,887.2,19.1
24/09/1962-1800,33,883.2,28.3
25/09/1962-0000,88,886.4,17.4
25/09/1962-1200,76,888.7,20.4
25/09/1962-1800,89,886,15.4
26/09/1962-0000,92,887.1,17
26/09/1962-1200,74,887.9,20.6
26/09/1962-1800,64,885.1,22.3
27/09/1962-0000,92,887,17.8
27/09/1962-1200,68,888.3,22.2
27/09/1962-1800,49,885.4,26.1
28/09/1962-0000,74,886.6,20.8
28/09/1962-1200,62,887.8,23.2
28/09/1962-1800,36,884.3,27.1
29/09/1962-0000,77,886.4,19.4
29/09/1962-1200,64,887.9,22.2
29/09/1962-1800,42,885,25.3
30/09/1962-0000,85,887.2,19
30/09/1962-1200,76,887.9,20.8
30/09/1962-1800,75,886.2,21.8
01/10/1962-0000,74,885.5,20.6
01/10/1962-1200,62,887.1,24.4
01/10/1962-1800,51,882.7,26.2
02/10/1962-0000,73,885.4,20.4
02/10/1962-1200,69,885.8,23
02/10/1962-1800,46,881.9,28.3
03/10/1962-0000,69,885.9,18.8
03/10/1962-1200,84,887.9,18.6
03/10/1962-1800,74,884.6,21.2
04/10/1962-0000,83,884.3,19.2
04/10/1962-1200,72,885.6,21.8
04/10/1962-1800,74,883.9,21.3
05/10/1962-0000,85,885.6,19.2
05/10/1962-1200,69,885.9,22.8
05/10/1962-1800,45,882.7,28.6
06/10/1962-0000,72,880.4,22
06/10/1962-1200,58,886.6,23
06/10/1962-1800,72,884.7,20
07/10/1962-0000,72,887.2,21.6
07/10/1962-1200,78,888.4,21.4
07/10/1962-1800,53,883.8,26
08/10/1962-0000,74,886.4,20.6
08/10/1962-1200,75,886.4,21.2
08/10/1962-1800,67,884.6,21.7
09/10/1962-0000,84,887.8,19.8
09/10/1962-1200,56,887.1,23
09/10/1962-1800,43,884.2,27.5
10/10/1962-0000,75,886.6,21.2
10/10/1962-1200,81,888.8,20.6
10/10/1962-1800,68,883.9,23
11/10/1962-0000,72,885.6,21
11/10/1962-1200,74,885.6,22.3
11/10/1962-1800,67,882.4,24.5
12/10/1962-0000,90,885.8,18
12/10/1962-1200,87,886.6,19.8
12/10/1962-1800,69,884.3,23.1
13/10/1962-0000,88,887.8,17.4
13/10/1962-1200,81,889.1,19.8
13/10/1962-1800,58,886.4,25.2
14/10/1962-0000,82,887.9,20
14/10/1962-1200,73,889.1,22.6
14/10/1962-1800,72,885.6,24.3
15/10/1962-0000,96,889.1,17.4
15/10/1962-1200,80,889.2,20
15/10/1962-1800,56,885.8,25.6
16/10/1962-0000,79,887,20.6
16/10/1962-1200,78,889.6,20.9
16/10/1962-1800,53,886.4,25
17/10/1962-0000,86,887.9,19
17/10/1962-1200,69,890.3,20.8
17/10/1962-1800,39,885.9,27.3
18/10/1962-0000,58,889,20
18/10/1962-1200,44,889.8,23.8
18/10/1962-1800,32,887.1,28.9
19/10/1962-0000,56,888.2,22.2
19/10/1962-1200,43,889.5,25.4
19/10/1962-1800,27,887.1,30.3
20/10/1962-0000,57,888.8,23.4
20/10/1962-1200,63,889.9,24.2
20/10/1962-1800,71,887.2,19.5
21/10/1962-0000,82,888,19
21/10/1962-1200,66,889.6,22.8
21/10/1962-1800,44,887.2,27.8
22/10/1962-0000,86,889,18.8
22/10/1962-1200,90,890.7,17.2
22/10/1962-1800,78,888.6,21.4
23/10/1962-0000,85,890,18.4
23/10/1962-1200,69,891.9,21
23/10/1962-1800,52,889.2,25.3
24/10/1962-0000,76,890.7,20.4
24/10/1962-1200,74,892.4,19.8
24/10/1962-1800,45,887.9,26.3
25/10/1962-0000,68,890,21.2
25/10/1962-1200,69,889.4,20
25/10/1962-1800,74,886.7,20.2
26/10/1962-0000,83,887.8,18.2
26/10/1962-1200,86,888.8,18.4
26/10/1962-1800,79,884.2,21
27/10/1962-0000,93,887.6,15.8
27/10/1962-1200,79,888.8,19.4
27/10/1962-1800,64,885.8,22.8
28/10/1962-0000,88,887.5,17.6
28/10/1962-1200,67,887.4,21.6
28/10/1962-1800,49,884.8,25.8
29/10/1962-0000,82,885.9,19.4
29/10/1962-1200,81,887.5,20.9
29/10/1962-1800,83,883,21
30/10/1962-0000,98,883.8,16.9
30/10/1962-1200,90,884.7,17.2
30/10/1962-1800,74,883.5,20.2
31/10/1962-0000,90,886.6,18
31/10/1962-1200,90,887.2,18.6
31/10/1962-1800,75,885.9,22.8
01/11/1962-0000,90,888.2,19.2
01/11/1962-1200,68,888,22.8
01/11/1962-1800,81,886.2,21.1
02/11/1962-0000,87,886.7,20.4
02/11/1962-1200,64,887.1,23.8
02/11/1962-1800,54,885.4,27.7
03/11/1962-0000,98,885.2,15
03/11/1962-1200,75,888.6,20.9
03/11/1962-1800,60,886.3,24.2
04/11/1962-0000,86,886.8,19.8
04/11/1962-1200,74,888.2,23
04/11/1962-1800,55,886.2,27.4
05/11/1962-0000,75,887.1,20.6
05/11/1962-1200,66,887.8,24.2
05/11/1962-1800,43,885.9,22.9
06/11/1962-0000,78,885.8,19
06/11/1962-1200,58,885.6,25.3
06/11/1962-1800,90,884.2,19
07/11/1962-0000,88,885.1,19.4
07/11/1962-1200,62,885.9,23.2
07/11/1962-1800,67,882.7,24.5
08/11/1962-0000,91,885.5,19.6
08/11/1962-1200,81,885.6,22.6
08/11/1962-1800,49,881.8,27.9
09/11/1962-0000,94,883.8,19
09/11/1962-1200,87,885.9,20.2
09/11/1962-1800,83,883.5,22.1
10/11/1962-0000,94,883.8,19
10/11/1962-1200,86,884.6,22.2
10/11/1962-1800,58,880.8,26.9
11/11/1962-0000,91,883.1,19.6
11/11/1962-1200,78,884.4,19.8
11/11/1962-1800,35,881.4,27
12/11/1962-0000,71,880,20.4
12/11/1962-1200,74,886.2,21
12/11/1962-1800,47,883.6,25.2
13/11/1962-0000,70,885.6,18.2
13/11/1962-1200,56,888.2,21
13/11/1962-1800,44,886.2,27
14/11/1962-0000,57,886.4,20.2
14/11/1962-1200,48,886.8,21.8
14/11/1962-1800,31,884.6,28.2
15/11/1962-0000,55,884.8,21.2
15/11/1962-1200,40,886.7,25.4
15/11/1962-1800,24,883.9,29.3
16/11/1962-0000,41,883.9,29
16/11/1962-1200,40,886.2,27
16/11/1962-1800,32,883.1,29.2
17/11/1962-0000,50,885,23.6
17/11/1962-1200,40,885.5,27
17/11/1962-1800,28,882.6,31.1
18/11/1962-0000,41,885.5,23
18/11/1962-1200,51,884.6,25.2
18/11/1962-1800,52,883.6,23.9
19/11/1962-0000,78,885.5,18.4
19/11/1962-1200,67,885.5,22.8
19/11/1962-1800,42,882,28.1
20/11/1962-0000,65,883.8,22
20/11/1962-1200,64,885.2,24.4
20/11/1962-1800,55,880.7,25.4
21/11/1962-0000,84,882.2,19.4
21/11/1962-1200,84,886,20
21/11/1962-1800,67,881.9,23.4
22/11/1962-0000,96,883.9,17.8
22/11/1962-1200,85,886.4,19.6
22/11/1962-1800,66,884.2,23.4
23/11/1962-0000,90,886.4,19.4
23/11/1962-1200,85,886.7,20.8
23/11/1962-1800,61,883.6,25.3
24/11/1962-0000,94,885.5,19
24/11/1962-1200,80,885.4,21.8
24/11/1962-1800,84,882.7,21.9
25/11/1962-0000,89,884.2,19.6
25/11/1962-1200,82,885.1,21.4
25/11/1962-1800,57,882.2,24.8
26/11/1962-0000,77,885.5,19.6
26/11/1962-1200,77,885.4,20.6
26/11/1962-1800,60,883.6,24.2
27/11/1962-0000,82,885.8,20
27/11/1962-1200,69,887.2,22.1
27/11/1962-1800,55,884.4,24.3
28/11/1962-0000,80,886.6,20
28/11/1962-1200,78,887.6,21
28/11/1962-1800,56,884.2,25.3
29/11/1962-0000,94,882.8,19
29/11/1962-1200,76,887.5,22.3
29/11/1962-1800,61,882.8,25.2
30/11/1962-0000,95,882.6,19.2
30/11/1962-1200,83,885.5,20.8
30/11/1962-1800,57,882.6,25.8
01/12/1962-0000,87,883.9,19.8
01/12/1962-1200,83,887,21.4
01/12/1962-1800,79,885.4,21.5
02/12/1962-0000,91,887.2,20
02/12/1962-1200,87,888.7,21
02/12/1962-1800,87,884.8,20.8
03/12/1962-0000,87,887,20.1
03/12/1962-1200,75,887.1,23.2
03/12/1962-1800,60,885.9,25.2
04/12/1962-0000,79,886.3,21.2
04/12/1962-1200,68,887,23.4
04/12/1962-1800,73,884.2,23.9
05/12/1962-0000,87,885.4,20
05/12/1962-1200,85,886.5,20.5
05/12/1962-1800,59,883,26
06/12/1962-0000,93,885.1,18.7
06/12/1962-1200,93,887.1,18.9
06/12/1962-1800,79,884.8,22.3
07/12/1962-0000,92,885.9,19.2
07/12/1962-1200,76,888,20.8
07/12/1962-1800,67,885.6,23.6
08/12/1962-0000,87,887.1,20.4
08/12/1962-1200,83,887.1,21.4
08/12/1962-1800,81,884.3,21.3
09/12/1962-0000,88,885.8,18.8
09/12/1962-1200,62,885.9,24
09/12/1962-1800,80,882.6,22.2
10/12/1962-0000,93,884,19.6
10/12/1962-1200,79,884.7,21.4
10/12/1962-1800,67,882,23.9
11/12/1962-0000,96,885.6,19
11/12/1962-1200,89,885.5,19.9
11/12/1962-1800,74,883.5,21.2
12/12/1962-0000,94,884.2,17.8
12/12/1962-1200,92,884.3,18.2
12/12/1962-1800,86,882.3,19.1
13/12/1962-0000,92,883.1,18
13/12/1962-1200,93,882.6,18.1
13/12/1962-1800,84,880.2,20.3
14/12/1962-0000,93,881.4,18.2
14/12/1962-1200,93,882,18.3
14/12/1962-1800,89,880.7,19.2
15/12/1962-0000,96,881.6,17.6
15/12/1962-1200,88,884.3,19.8
15/12/1962-1800,76,882,21.3
16/12/1962-0000,94,884,17.8
16/12/1962-1200,84,885.2,19.4
16/12/1962-1800,78,883.1,21.9
17/12/1962-0000,94,885.2,18
17/12/1962-1200,83,886,20.8
17/12/1962-1800,90,883.6,19.8
18/12/1962-0000,94,884.7,19
18/12/1962-1200,86,885.6,19.8
18/12/1962-1800,87,882.6,20.9
19/12/1962-0000,94,884.6,19.2
19/12/1962-1200,85,885.4,21
19/12/1962-1800,93,883.1,18.6
20/12/1962-0000,94,885.5,18.6
20/12/1962-1200,88,885,19.9
20/12/1962-1800,72,886.3,22.7
21/12/1962-1200,87,884.2,19.8
21/12/1962-1800,82,881.6,20.8
22/12/1962-1200,74,884.6,21
22/12/1962-1800,83,883.2,21.3
23/12/1962-1200,88,886.6,18.4
23/12/1962-1800,87,883.1,19.7
24/12/1962-1200,82,884.2,20
24/12/1962-1800,78,882.3,22.5
25/12/1962-1200,82,884.8,20.9
25/12/1962-1800,57,881.6,26.2
26/12/1962-1200,86,885,20
26/12/1962-1800,66,882.3,24.4
27/12/1962-1200,86,885.1,20.1
27/12/1962-1800,70,881.9,24.6
28/12/1962-1200,80,885,22
28/12/1962-1800,84,880.8,22.5
29/12/1962-1200,86,886.3,20.9
29/12/1962-1800,61,883.2,24
30/12/1962-1200,84,886.8,21.7
30/12/1962-1800,61,883.2,26.2
31/12/1962-1200,96,885.5,19
31/12/1962-1800,63,883.6,25.2
01/01/1963-0000,80,884.8,20.2
01/01/1963-1200,74,886.8,22.6
01/01/1963-1800,47,884.2,28.1
02/01/1963-0000,80,884.8,20.2
02/01/1963-1200,72,887.1,23.3
02/01/1963-1800,47,884,28.5
03/01/1963-0000,83,885.8,21.8
03/01/1963-1200,70,887.6,23.4
03/01/1963-1800,59,885.1,24
04/01/1963-0000,87,886,20.6
04/01/1963-1200,69,885.2,22.2
04/01/1963-1800,48,882.4,27.8
05/01/1963-0000,79,882.7,22.6
05/01/1963-1200,96,884,19.4
05/01/1963-1800,84,880.2,22.2
06/01/1963-0000,94,881.2,20.2
06/01/1963-1200,94,883.1,18.6
06/01/1963-1800,87,881.6,19.8
07/01/1963-0000,93,883.9,18.6
07/01/1963-1200,85,885.4,19.4
07/01/1963-1800,58,883.5,24.4
08/01/1963-0000,86,884.7,19.8
08/01/1963-1200,73,886.3,22.5
08/01/1963-1800,62,883.5,24.7
09/01/1963-0000,95,883.6,18.9
09/01/1963-1200,83,886.2,20.6
09/01/1963-1800,57,883.2,25.7
10/01/1963-0000,87,884.2,20.8
10/01/1963-1200,70,885.2,23.6
10/01/1963-1800,48,882.8,28.5
11/01/1963-0000,75,883,21.6
11/01/1963-1200,61,885.1,23.6
11/01/1963-1800,35,882.2,28.4
12/01/1963-0000,75,881.8,21.2
12/01/1963-1200,58,885.2,24
12/01/1963-1800,35,882.8,28.5
13/01/1963-0000,61,883.8,22.2
13/01/1963-1200,68,886.3,22.9
13/01/1963-1800,63,883.5,23.9
14/01/1963-0000,83,884.2,20.4
14/01/1963-1200,67,886,22.8
14/01/1963-1800,49,883.6,26.1
15/01/1963-0000,74,883.2,21
15/01/1963-1200,68,885.5,23.4
15/01/1963-1800,80,884.4,21.1
16/01/1963-0000,80,883.5,18.8
16/01/1963-1200,70,886.2,21.2
16/01/1963-1800,49,883,26.6
17/01/1963-0000,68,883.2,21
17/01/1963-1200,65,886.8,21.8
17/01/1963-1800,36,884.2,26.3
18/01/1963-0000,65,884.8,20.4
18/01/1963-1200,65,887.1,23
18/01/1963-1800,40,885.1,28.4
19/01/1963-0000,86,885.5,18.8
19/01/1963-1200,69,887.5,23.6
19/01/1963-1800,46,884.2,29.3
20/01/1963-0000,73,884.4,21.2
20/01/1963-1200,70,885.5,22.4
20/01/1963-1800,40,882.4,29.6
21/01/1963-0000,86,884.4,20
21/01/1963-1200,60,885.8,24.5
21/01/1963-1800,45,883.2,28.9
22/01/1963-0000,77,883.2,21.4
22/01/1963-1200,69,887.5,22.8
22/01/1963-1800,84,883.8,21.9
23/01/1963-0000,86,885.4,21
23/01/1963-1200,79,886,21.2
23/01/1963-1800,58,882.7,26.1
24/01/1963-0000,91,884.7,19.8
24/01/1963-1200,71,885.1,23
24/01/1963-1800,64,883.2,25.5
25/01/1963-0000,87,883.8,20.9
25/01/1963-1200,75,885.9,23.4
25/01/1963-1800,54,883.1,26
26/01/1963-0000,91,884.3,19.8
26/01/1963-1200,67,886.4,23.6
26/01/1963-1800,92,883.2,25
27/01/1963-0000,83,884,21
27/01/1963-1200,71,887.1,23.7
27/01/1963-1800,48,884.4,27.1
28/01/1963-0000,68,884.3,22.4
28/01/1963-1200,79,887,21.8
28/01/1963-1800,42,885.2,29.2
29/01/1963-0000,66,883.1,22.6
29/01/1963-1200,62,885.4,24
29/01/1963-1800,34,882.6,28.3
30/01/1963-0000,64,883.9,22.2
30/01/1963-1200,61,885.6,23.7
30/01/1963-1800,48,884.3,25.8
31/01/1963-0000,79,883.4,19.1
31/01/1963-1200,70,885.6,23.6
31/01/1963-1800,70,884.2,22.2
01/02/1963-0000,88,884.8,18.4
01/02/1963-1200,59,886.2,20.7
01/02/1963-1800,41,883.4,26.4
02/02/1963-0000,78,884.3,21.2
02/02/1963-1200,62,885.8,23.4
02/02/1963-1800,42,882.2,28.7
03/02/1963-0000,88,883.4,19.9
03/02/1963-1200,82,887.6,19.5
03/02/1963-1800,62,884.4,24.2
04/02/1963-0000,94,884.8,18.6
04/02/1963-1200,82,887,21.8
04/02/1963-1800,85,884.2,20
05/02/1963-0000,91,883.6,20
05/02/1963-1200,83,885.9,21
05/02/1963-1800,83,882.8,21.8
06/02/1963-0000,87,883.6,20
06/02/1963-1200,89,886.4,20.6
06/02/1963-1800,84,884.6,21.1
07/02/1963-0000,92,884.7,18.6
07/02/1963-1200,81,886.3,21
07/02/1963-1800,51,883.4,26.3
08/02/1963-0000,94,883.9,19.4
08/02/1963-1200,86,886.4,21
08/02/1963-1800,73,883.5,23.2
09/02/1963-0000,94,884.7,18.5
09/02/1963-1200,85,886.2,20.4
09/02/1963-1800,80,883.8,20.6
10/02/1963-0000,89,884.6,19.6
10/02/1963-1200,89,885.6,20.4
10/02/1963-1800,72,881.8,24.4
11/02/1963-0000,90,881.8,20.2
11/02/1963-1200,93,883.6,20.8
11/02/1963-1800,85,881.9,21.9
12/02/1963-0000,92,881.9,20.2
12/02/1963-1200,92,884.3,19.9
12/02/1963-1800,88,882.8,21.6
13/02/1963-0000,96,883,18.8
13/02/1963-1200,82,885.8,20.9
13/02/1963-1800,82,883.4,21.4
14/02/1963-0000,91,883.6,19.4
14/02/1963-1200,94,886.4,17.8
14/02/1963-1800,63,882.4,25.9
15/02/1963-0000,92,878.4,19.9
15/02/1963-1200,87,886.2,20
15/02/1963-1800,76,883.1,22.5
16/02/1963-0000,94,884.6,18.3
16/02/1963-1200,90,887.8,19
16/02/1963-1800,68,885.5,24.9
17/02/1963-0000,94,885.8,19.2
17/02/1963-1200,85,888.4,21.6
17/02/1963-1800,85,887,20.2
18/02/1963-0000,83,886,19.2
18/02/1963-1200,71,889,22.8
18/02/1963-1800,46,886,27.2
19/02/1963-0000,73,885.4,21.5
19/02/1963-1200,61,888,23.6
19/02/1963-1800,54,885.1,27.9
20/02/1963-0000,77,886,22.6
20/02/1963-1200,70,886.3,23.8
20/02/1963-1800,61,885.6,26.2
21/02/1963-0000,89,885.4,20
21/02/1963-1200,84,886.3,21.2
21/02/1963-1800,65,883.5,22.5
22/02/1963-0000,85,885.2,18.6
22/02/1963-1200,78,887,21.8
22/02/1963-1800,57,883.9,26.5
23/02/1963-0000,92,885.1,19.4
23/02/1963-1200,86,887,20.6
23/02/1963-1800,60,883.4,25.7
24/02/1963-0000,85,885.4,21.6
24/02/1963-1200,84,886.2,21.2
24/02/1963-1800,62,884.2,25.9
25/02/1963-0000,87,883.9,19.5
25/02/1963-1200,71,886.7,22.2
25/02/1963-1800,52,885.4,27
26/02/1963-0000,75,885.9,21.2
26/02/1963-1200,72,887.9,22.2
26/02/1963-1800,46,885.9,27.9
27/02/1963-0000,76,885.1,21.7
27/02/1963-1200,66,888.8,22.4
27/02/1963-1800,45,886.7,27.4
28/02/1963-0000,79,886.2,21.4
28/02/1963-1200,72,888.2,21.4
28/02/1963-1800,46,885.8,27.9
01/03/1963-0000,74,885.4,21.9
01/03/1963-1200,59,887.1,24.1
01/03/1963-1800,37,884.6,28.5
02/03/1963-0000,66,885.1,22.5
02/03/1963-1200,56,886,25
02/03/1963-1800,32,884,30.3
03/03/1963-0000,62,884.8,22.6
03/03/1963-1200,58,887.5,25
03/03/1963-1800,36,884.4,30.9
04/03/1963-0000,73,885.1,22
04/03/1963-1200,74,887.6,21
04/03/1963-1800,50,885.4,26.4
05/03/1963-0000,81,886.3,21.6
05/03/1963-1200,66,887.4,24
05/03/1963-1800,45,884.7,28.2
06/03/1963-0000,86,885.9,20
06/03/1963-1200,65,888,23.9
06/03/1963-1800,45,886.3,28.4
07/03/1963-0000,72,887.1,22.2
07/03/1963-1200,61,887.8,23
07/03/1963-1800,42,886.8,28.1
08/03/1963-0000,61,885.9,21.5
08/03/1963-1200,56,887.5,23.6
08/03/1963-1800,45,885.5,28.2
09/03/1963-0000,70,885.5,22.5
09/03/1963-1200,72,888,22.2
09/03/1963-1800,60,885.2,25.7
10/03/1963-0000,87,885.6,20.3
10/03/1963-1200,62,887.5,23.4
10/03/1963-1800,29,884.6,28.9
11/03/1963-0000,56,884.8,22.6
11/03/1963-1200,52,888.2,23.7
11/03/1963-1800,21,886.2,29.6
12/03/1963-0000,61,887,21.6
12/03/1963-1200,57,888.6,22.2
12/03/1963-1800,34,886.3,28
13/03/1963-0000,62,886.7,21.3
13/03/1963-1200,62,888.8,22.6
13/03/1963-1800,37,885.1,29.3
14/03/1963-0000,64,885.6,21.6
14/03/1963-1200,59,888.6,23
14/03/1963-1800,41,885.1,28.1
15/03/1963-0000,66,885.8,22.2
15/03/1963-1200,55,887.4,25.2
15/03/1963-1800,33,884.8,30.3
16/03/1963-0000,59,886.6,23
16/03/1963-1200,52,887.5,26
16/03/1963-1800,32,886,30.9
17/03/1963-0000,53,887,23.4
17/03/1963-1200,49,888.7,26.5
17/03/1963-1800,39,885.5,30.1
18/03/1963-0000,78,886.2,21.4
18/03/1963-1200,47,887,26.7
18/03/1963-1800,31,884.4,30.7
19/03/1963-0000,65,885.5,22.7
19/03/1963-1200,47,886.7,24.9
19/03/1963-1800,30,884,29.7
20/03/1963-0000,56,885.9,22.7
20/03/1963-1200,56,886.7,22.9
20/03/1963-1800,32,883.9,29.3
21/03/1963-0000,62,885.5,22.2
21/03/1963-1200,51,887.6,25.2
21/03/1963-1800,39,883.8,28.1
22/03/1963-0000,87,886.3,19.8
22/03/1963-1200,87,888.2,20
22/03/1963-1800,54,884.8,26.9
23/03/1963-0000,80,886.7,19.5
23/03/1963-1200,69,887.1,22.8
23/03/1963-1800,63,884,24.8
24/03/1963-0000,77,885.4,21.8
24/03/1963-1200,67,886.4,23.2
24/03/1963-1800,39,882.4,29
25/03/1963-0000,83,885.5,21
25/03/1963-1200,65,886.4,23.6
25/03/1963-1800,37,883.5,29.3
26/03/1963-0000,66,885,22.2
26/03/1963-1200,60,887,25
26/03/1963-1800,43,884.4,28.9
27/03/1963-0000,78,886.8,22
27/03/1963-1200,63,888.6,24.2
27/03/1963-1800,37,886,30.3
28/03/1963-0000,61,887.5,22.6
28/03/1963-1200,55,888.6,24.3
28/03/1963-1800,36,886.2,30.2
29/03/1963-0000,63,887.1,23.2
29/03/1963-1200,58,888.4,23
29/03/1963-1800,46,886.6,26.3
30/03/1963-0000,67,883.9,20.2
30/03/1963-1200,68,888.3,21.6
30/03/1963-1800,40,887,28.2
31/03/1963-0000,71,887.8,21.2
31/03/1963-1200,67,887.6,22.2
31/03/1963-1800,42,885.4,28.1
01/04/1963-0000,65,886.6,21.5
01/04/1963-1200,58,887.4,23.6
01/04/1963-1800,36,885.8,29.1
02/04/1963-0000,63,886.6,21.8
02/04/1963-1200,58,887.4,23.8
02/04/1963-1800,31,885,29.3
03/04/1963-0000,61,885.6,22.2
03/04/1963-1200,52,886.3,23.5
03/04/1963-1800,39,884.4,28.6
04/04/1963-0000,64,885.6,22.4
04/04/1963-1200,47,886,24.6
04/04/1963-1800,40,883.1,28.4
05/04/1963-0000,58,884.7,23.2
05/04/1963-1200,58,885.9,23.6
05/04/1963-1800,37,882.6,28.9
06/04/1963-0000,63,883.9,21.8
06/04/1963-1200,48,884.2,24
06/04/1963-1800,41,882.4,28.8
07/04/1963-0000,62,883.6,22
07/04/1963-1200,54,883.9,24.5
07/04/1963-1800,46,882.6,26.4
08/04/1963-0000,86,884.2,18.8
08/04/1963-1200,68,886.4,23
08/04/1963-1800,55,884.3,25.7
09/04/1963-0000,76,885.5,20.8
09/04/1963-1200,59,885.8,23.9
09/04/1963-1800,45,882.8,27.5
10/04/1963-0000,75,884,21.2
10/04/1963-1200,66,884.8,24
10/04/1963-1800,75,882.3,23.4
11/04/1963-0000,92,885.9,17.8
11/04/1963-1200,82,884.8,21.4
11/04/1963-1800,75,884.2,23.3
12/04/1963-0000,96,885.9,19.8
12/04/1963-1200,84,885.8,21.6
12/04/1963-1800,56,884.6,28
13/04/1963-0000,92,885.6,19
13/04/1963-1200,89,887.5,21
13/04/1963-1800,73,886.3,24.2
14/04/1963-0000,87,887,19.8
14/04/1963-1200,77,889,22
14/04/1963-1800,66,885.8,24.9
15/04/1963-0000,95,886.4,19.8
15/04/1963-1200,85,887.6,20.6
15/04/1963-1800,68,885.2,23.6
16/04/1963-0000,81,885.5,20.4
16/04/1963-1200,75,886.4,23.9
16/04/1963-1800,94,884.3,20.4
17/04/1963-0000,94,884.8,18
17/04/1963-1200,87,884.6,19.6
17/04/1963-1800,61,882.6,25.3
18/04/1963-0000,87,884.2,20.4
18/04/1963-1200,82,885.2,20.7
18/04/1963-1800,56,882.2,25.9
19/04/1963-0000,84,884.4,20
19/04/1963-1200,90,884.6,19.8
19/04/1963-1800,61,883.8,24.4
20/04/1963-0000,92,885.6,19.2
20/04/1963-1200,92,887.5,19.3
20/04/1963-1800,72,885,23.7
21/04/1963-0000,94,885.9,19
21/04/1963-1200,94,887.4,18.6
21/04/1963-1800,69,886.2,23.6
22/04/1963-0000,87,885.9,19.8
22/04/1963-1200,84,887.8,20.2
22/04/1963-1800,60,886.3,25.3
23/04/1963-0000,82,888,20.6
23/04/1963-1200,86,890.4,19.2
23/04/1963-1800,73,888.2,23.1
24/04/1963-0000,84,889.1,20.1
24/04/1963-1200,81,890.2,19.2
24/04/1963-1800,55,888.7,24.1
25/04/1963-0000,71,889.2,18.8
25/04/1963-1200,70,889.4,19.6
25/04/1963-1800,49,887.2,25.7
26/04/1963-0000,78,888.6,19.2
26/04/1963-1200,76,888.4,20
26/04/1963-1800,55,886,24.9
27/04/1963-0000,80,886.3,19.2
27/04/1963-1200,77,888,20.2
27/04/1963-1800,57,885,24.6
28/04/1963-0000,86,886.6,17.2
28/04/1963-1200,78,887.4,20.3
28/04/1963-1800,66,884.7,24.2
29/04/1963-0000,77,886.2,18.2
29/04/1963-1200,73,886,21.2
29/04/1963-1800,59,884,24.2
30/04/1963-0000,80,885.1,19.3
30/04/1963-1200,80,885.6,19.6
30/04/1963-1800,65,884.4,23.3
01/05/1963-0000,88,885.5,17.8
01/05/1963-1200,80,886.8,20.7
01/05/1963-1800,45,884.8,26.3
02/05/1963-0000,74,885.6,19.8
02/05/1963-1200,61,887.2,22.2
02/05/1963-1800,45,885.1,26.3
03/05/1963-0000,74,885.6,20.2
03/05/1963-1200,65,886.8,22.6
03/05/1963-1800,75,884.7,22.4
04/05/1963-0000,70,886.2,21.9
04/05/1963-1200,92,887.2,18.2
04/05/1963-1800,84,885.1,20.6
05/05/1963-0000,94,887.1,18
05/05/1963-1200,73,888.7,19.2
05/05/1963-1800,57,886.6,24
06/05/1963-0000,74,886.7,20.3
06/05/1963-1200,84,890.3,19
06/05/1963-1800,61,888.2,23.8
07/05/1963-0000,85,887.9,18.4
07/05/1963-1200,78,887.9,20
07/05/1963-1800,42,886.6,25.6
08/05/1963-0000,63,888,18.8
08/05/1963-1200,69,887.9,18.7
08/05/1963-1800,37,886.3,25.2
09/05/1963-0000,65,888.2,17.6
09/05/1963-1200,62,890.3,18.2
09/05/1963-1800,42,887.8,25.6
10/05/1963-0000,69,888.6,18.7
10/05/1963-1200,60,889,20
10/05/1963-1800,49,886.7,24.8
11/05/1963-0000,75,887.6,18.9
11/05/1963-1200,62,888,20.6
11/05/1963-1800,48,886.2,25.6
12/05/1963-0000,66,887.1,20
12/05/1963-1200,59,888.7,20.1
12/05/1963-1800,42,886,25.4
13/05/1963-0000,65,887,18.9
13/05/1963-1200,69,888.6,19.2
13/05/1963-1800,49,887,24.6
14/05/1963-0000,75,887.4,18.8
14/05/1963-1200,70,888.8,19.6
14/05/1963-1800,46,887.9,24.4
15/05/1963-0000,74,887.1,18.2
15/05/1963-1200,70,889.9,18.8
15/05/1963-1800,41,887.6,24.4
16/05/1963-0000,70,889,18
16/05/1963-1200,66,888.6,19.2
16/05/1963-1800,48,885.9,24.2
17/05/1963-0000,68,888.6,18
17/05/1963-1200,66,888.3,18.7
17/05/1963-1800,47,887,24
18/05/1963-0000,68,888.8,17.6
18/05/1963-1200,61,889.6,19.3
18/05/1963-1800,42,890.2,24.8
19/05/1963-0000,67,889.2,18
19/05/1963-1200,87,894.6,15.7
19/05/1963-1800,52,889.2,21.8
20/05/1963-0000,78,891.1,16.2
20/05/1963-1200,70,891.8,16.7
20/05/1963-1800,44,891.5,23.1
